词语,拼音,频序号
男,nán,1012
南非,nánfēi,3866
奶豆腐,nǎidòufu,56558
男宾,nánbīn,43139
南瓜,nánguā,14988
奶粉,nǎifěn,10427
男厕,náncè,51822
南国,nánguó,16996
奶糕,nǎigāo,56559
男单,nándān,10700
南海,nánhǎi,8103
奶酒,nǎijiǔ,54635
男盗女娼,nándàonǚchāng,45450
南货,nánhuò,44615
奶酪,nǎilào,27064
男儿,nán'ér,17203
南极,nánjí,7460
奶妈,nǎimā,12326
男方,nánfāng,18818
南极洲,nánjízhōu,27505
奶名,nǎimíng,53107
男工,nángōng,36859
南京,nánjīng,1318
奶奶,nǎinai,2873
男孩儿,nánháir,5702
南柯一梦,nánkēyīmèng,49172
奶娘,nǎiniáng,37932
男妓,nánjì,55119
南来北往,nánláiběiwǎng,33113
奶牛,nǎiniú,6739
男家,nánjiā,38291
南麓,nánlù,25306
奶品,nǎipǐn,51821
男科,nánkē,52230
南美洲,nánměizhōu,16230
奶瓶,nǎipíng,32726
男篮,nánlán,11834
南面,nánmiàn,14360
奶声奶气,nǎishēngnǎiqì,51022
男模,nánmó,49530
南宁,nánníng,5824
南欧,nánōu,34134
难听,nántīng,15069
脑残,nǎocán,30759
南腔北调,nánqiāngběidiào,34561
难忘,nánwàng,5930
脑充血,nǎochōngxuè,53109
南拳,nánquán,44860
难为情,nánwéiqíng,13501
脑出血,nǎochūxuè,40343
南式,nánshì,55652
难为,nánwei,31503
脑袋,nǎodai,3249
南宋,nánsòng,14247
难言,nányán,16668
脑袋瓜儿,nǎodaiguār,37933
南头,nántóu,35904
难言之隐,nányánzhīyǐn,34845
脑电波,nǎodiànbō,38871
南纬,nánwěi,43398
难以,nányǐ,918
脑电图,nǎodiàntú,39500
南味儿,nánwèir,55653
难以启齿,nányǐqǐchǐ,39499
脑干,nǎogàn,34420
南温带,nánwēndài,56790
难以置信,nányǐzhìxìn,20146
脑瓜儿,nǎoguār,48482
南戏,nánxì,36212
难于,nányú,10822
脑海,nǎohǎi,8891
南下,nánxià,6875
难字,nánzì,52658
脑积水,nǎojīshuǐ,55178
南亚,nányà,7694
喃喃,nánnán,9552
脑际,nǎojì,27767
南洋,nányáng,16169
楠木,nánmù,26121
脑浆,nǎojiāng,32328
南音,nányīn,47218
赧然,nǎnrán,49532
脑筋,nǎojīn,11426
南辕北辙,nányuánběizhé,34562
赧颜,nǎnyán,48137
脑壳,nǎoké,15929
南征北战,nánzhēngběizhàn,33114
难,nàn,14155
脑力,nǎolì,24610
难,nán,758
难民,nànmín,6026
脑瘤,nǎoliú,37749
难熬,nán'áo,21349
难民营,nànmínyíng,16437
脑满肠肥,nǎomǎnchángféi,48483
难保,nánbǎo,16688
难侨,nànqiáo,48804
脑门儿,nǎoménr,24728
难缠,nánchán,33246
难兄难弟,nànxiōngnàndì,43140
脑门子,nǎoménzi,32727
难产,nánchǎn,21813
难友,nànyǒu,30183
脑膜,nǎomó,38293
难处,nánchù,49531
囊,náng,6156
脑膜炎,nǎomóyán,29049
难处,nánchu,10962
囊虫,nángchóng,50626
脑勺儿,nǎosháor,20927
难道,nándào,2114
囊空如洗,nángkōngrúxǐ,53603
脑神经,nǎoshénjīng,30731
难得,nándé,2986
囊括,nángkuò,16170
脑室,nǎoshì,49533
难点,nándiǎn,5186
囊中物,nángzhōngwù,53108
脑死亡,nǎosǐwáng,39711
难度,nándù,3802
囊中羞涩,nángzhōngxiūsè,37378
脑髓,nǎosuǐ,39501
难分难解,nánfēnnánjiě,42129
囊肿,nángzhǒng,37379
脑瘫,nǎotān,31622
难怪,nánguài,6950
馕,náng,16541
脑体倒挂,nǎotǐdàoguà,55179
难关,nánguān,9132
攮,nǎng,47840
脑血管,nǎoxuèguǎn,22007
难过,nánguò,4880
孬,nāo,23483
脑血栓,nǎoxuèshuān,31623
难解难分,nánjiěnánfēn,32093
孬种,nāozhǒng,34419
脑炎,nǎoyán,34421
难堪,nánkān,8692
挠,náo,9531
脑溢血,nǎoyìxuè,28681
难看,nánkàn,8827
挠钩,náogōu,55177
脑震荡,nǎozhèndàng,43909
难免,nánmiǎn,4979
挠头,náotóu,34135
脑汁,nǎozhī,40787
难耐,nánnài,21766
挠痒,náoyǎng,51023
脑子,nàozi,4111
难能可贵,nánnéngkěguì,14844
铙,náo,49915
闹,nào,1590
难忍,nánrěn,19770
铙钹,náobó,53604
闹别扭,nàobièniu,28427
难色,nánsè,30293
蛲虫,náochóng,56560
闹病,nàobìng,41454
难上难,nánshàngnán,56173
恼,nǎo,7441
闹洞房,nàodòngfáng,44861
难舍难分,nánshěnánfēn,38675
恼恨,nǎohèn,32861
闹肚子,nàodùzi,39918
难事,nánshì,13820
恼火,nǎohuǒ,15223
闹房,nàofáng,42130
难受,nánshòu,5935
恼怒,nǎonù,15928
闹鬼,nàoguǐ,34278
难说,nánshuō,38292
恼人,nǎorén,33000
闹哄哄,nàohōnghōng,32094
难说话,nánshuōhuà,52231
恼羞成怒,nǎoxiūchéngnù,23133
闹哄,nàohong,29643
难题,nántí,2817
脑,nǎo,2343
闹饥荒,nàojīhuang,43619
闹剧,nàojù,17388
内急,nèijí,47533
内向型,nèixiàngxíng,45451
闹乱子,nàoluànzi,50275
内奸,nèijiān,34279
内销,nèixiāo,25183
闹脾气,nàopíqi,36703
内景,nèijǐng,47534
内心,nèixīn,2146
闹气,nàoqì,39919
内径,nèijìng,51401
内省,nèixǐng,32211
闹情绪,nàoqíngxù,38487
内疚,nèijiù,14195
内兄,nèixiōng,49535
闹嚷嚷,nàorāngrāng,40145
内聚力,nèijùlì,53607
内秀,nèixiù,47535
闹市,nàoshì,18283
内眷,nèijuàn,51823
内需,nèixū,6819
闹市区,nàoshìqū,25775
内科,nèikē,12915
内衣,nèiyī,11888
闹事,nàoshì,12485
内控,nèikòng,22204
内因,nèiyīn,20844
闹腾,nàoteng,24455
内裤,nèikù,26831
内应,nèiyìng,30294
闹戏,nàoxì,53110
内窥镜,nèikuījìng,47219
内忧外患,nèiyōuwàihuàn,35323
闹笑话,nàoxiàohua,40564
内愧,nèikuì,49917
内蕴,nèiyùn,31504
闹心,nàoxīn,44391
内涝,nèilào,42372
内在,nèizài,3330
闹新房,nàoxīnfáng,47532
内里,nèilǐ,44392
内在美,nèizàiměi,48484
闹意见,nàoyìjiàn,39920
内力,nèilì,32728
内脏,nèizàng,17721
闹意气,nàoyìqì,53605
内敛,nèiliǎn,35763
内宅,nèizhái,32212
闹灾,nàozāi,54123
内陆,nèilù,11138
内债,nèizhài,44144
闹着玩儿,nàozhewánr,20805
内陆国,nèilùguó,53112
内战,nèizhàn,7342
闹钟,nàozhōng,23745
内陆河,nèilùhé,33492
内掌柜,nèizhǎngguì,52232
哪吒,nézhā,33371
内陆湖,nèilùhú,54124
内争,nèizhēng,46639
讷讷,nènè,34136
内乱,nèiluàn,18595
内政,nèizhèng,6222
呢,ne,1711
内贸,nèimào,37934
内侄,nèizhí,46335
内,nèi,110
内蒙,nèiměng,24780
内痔,nèizhì,53608
内宾,nèibīn,53606
内蒙古,nèiměnggǔ,3728
内中,nèizhōng,36539
内部,nèibù,1289
内幕,nèimù,17570
内助,nèizhù,32729
内查外调,nèicháwàidiào,49916
内迁,nèiqiān,42373
内装修,nèizhuāngxiū,49536
内城,nèichéng,25996
内亲,nèiqīn,55654
内资,nèizī,20353
内出血,nèichūxuè,50627
内勤,nèiqín,38488
嫩,nèn,7579
内存,nèicún,22408
内情,nèiqíng,22049
嫩白,nènbái,44862
内当家,nèidāngjiā,53111
内燃机,nèiránjī,24660
嫩红,nènhóng,52233
内地,nèidì,2504
内热,nèirè,46637
嫩滑,nènhuá,52659
内弟,nèidì,21279
内人,nèirén,45739
嫩黄,nènhuáng,39712
内定,nèidìng,34563
内容,nèiróng,422
嫩绿,nènlǜ,22008
内耳,nèi'ěr,48138
内伤,nèishāng,37574
嫩弱,nènruò,52234
内分泌,nèifēnmì,21913
内室,nèishì,23746
嫩芽,nènyá,31058
内服,nèifú,40788
内胎,nèitāi,48794
能,néng,29
内阁,nèigé,4482
内廷,nèitíng,31277
能动,néngdòng,16858
内功,nèigōng,19460
内退,nèituì,49534
能否,néngfǒu,2416
内海,nèihǎi,36704
内外,nèiwài,3404
能干,nénggàn,11907
内涵,nèihán,2799
内外夹攻,nèiwàijiāgōng,46638
能歌善舞,nénggēshànwǔ,31505
内行,nèiháng,13569
内外交困,nèiwàijiāokùn,41455
能工巧匠,nénggōngqiǎojiàng,27353
内耗,nèihào,35762
内务,nèiwù,14639
内河,nèihé,16119
内线,nèixiàn,15033
能够,nénggòu,249
内核,nèihé,20738
内陷,nèixiàn,56174
能耗,nénghào,9826
内讧,nèihòng,30184
内详,nèixiáng,53113
能见度,néngjiàndù,21136
内画,nèihuà,36055
内向,nèixiàng,17880
能力,nénglì,402
能量,néngliàng,4617
泥胎,nítāi,47537
逆势,nìshì,11023
能耐,néngnai,12242
泥潭,nítán,18953
逆水,nìshuǐ,40565
能掐会算,néngqiāhuìsuàn,54125
泥炭,nítàn,37210
逆水行舟,nìshuǐxíngzhōu,38490
能屈能伸,néngqūnéngshēn,44616
泥塘,nítáng,37575
逆天,nìtiān,40594
能人,néngrén,19157
泥土,nítǔ,7383
逆袭,nìxí,20575
能上能下,néngshàngnéngxià,17098
泥腿子,nítuǐzi,37380
逆向,nìxiàng,24975
泥瓦工,níwǎgōng,47538
逆行,nìxíng,34846
能手,néngshǒu,8351
泥瓦匠,níwǎjiàng,35013
逆贼,nìzéi,46641
能说会道,néngshuōhuìdào,34422
泥污,níwū,46640
逆转,nìzhuǎn,15671
能效,néngxiào,48139
泥沼,nízhǎo,29754
逆子,nìzǐ,36706
能言善辩,néngyánshànbiàn,40789
霓虹,níhóng,31624
匿报,nìbào,56561
能源,néngyuán,1749
霓虹灯,níhóngdēng,17548
匿藏,nìcáng,43910
能者多劳,néngzhěduōláo,50628
拟,nǐ,2532
匿迹,nìjì,50278
妮子,nīzi,28950
拟订,nǐdìng,20622
匿名,nìmíng,22982
尼泊尔,níbó'ěr,7920
拟定,nǐdìng,10647
匿名信,nìmíngxìn,31173
尼姑,nígū,14873
拟稿,nǐgǎo,42625
睨视,nìshì,44617
尼姑庵,nígū'ān,35167
拟古,nǐgǔ,47539
腻,nì,10098
尼古丁,nígǔdīng,39502
拟人,nǐrén,36370
腻烦,nìfan,37576
尼龙,nílóng,22793
拟声词,nǐshēngcí,56778
腻人,nìrén,45454
尼龙布,nílóngbù,54126
拟态,nǐtài,54637
腻味,nìwei,36707
尼龙袋,nílóngdài,50276
拟议,nǐyì,31278
溺,nì,17413
尼龙绳,nílóngshéng,45452
拟于,nǐyú,27925
溺爱,nì'ài,22205
尼龙袜,nílóngwà,46032
拟作,nǐzuò,40147
溺水,nìshuǐ,26417
尼龙网,nílóngwǎng,47536
你,nǐ,69
溺死,nìsǐ,27198
呢料,níliào,51824
你来我往,nǐláiwǒwǎng,35485
溺婴,nìyīng,52660
呢喃,nínán,31506
你们,nǐmen,369
拈,niān,13747
呢绒,níróng,35764
你死我活,nǐsǐwǒhuó,23134
拈花惹草,niānhuārěcǎo,46937
呢子,nízi,37209
你争我夺,nǐzhēngwǒduó,41677
拈阄,niānjiū,55180
泥,ní,1330
你追我赶,nǐzhuīwǒgǎn,31507
拈轻怕重,niānqīngpàzhòng,53114
泥巴,níba,16573
泥,nì,24661
篶,niān,18853
泥饭碗,nífànwǎn,56175
泥子,nìzi,56715
篶巴,niānba,55655
泥垢,nígòu,50277
昵称,nìchēng,43399
蔫头耷脑,niāntóudānǎo,49918
泥浆,níjiāng,19515
逆,nì,4545
年,nián,25
泥坑,níkēng,26492
逆差,nìchā,14623
年报,niánbào,24978
泥淖,nínào,38872
逆党,nìdǎng,47220
年表,niánbiǎo,30850
泥泞,nínìng,14248
逆耳,nì'ěr,36705
年产,niánchǎn,6398
泥牛入海,níniúrùhǎi,45453
逆反,nìfǎn,31508
年产值,niánchǎnzhí,12926
泥坯,nípī,46336
逆反心理,nìfǎnxīnlǐ,29345
年成,niáncheng,23747
泥菩萨,nípúsà,40146
逆风,nìfēng,32730
年初,niánchū,4040
泥鳅,níqiu,22462
逆光,nìguāng,41678
年代,niándài,580
泥人,nírén,25554
逆境,nìjìng,16080
年底,niándǐ,3268
泥沙,níshā,9414
逆来顺受,nìláishùnshòu,32862
年度,niándù,2883
泥沙俱下,níshājùxià,38489
逆料,nìliào,35168
年饭,niánfàn,28252
泥石流,níshíliú,15008
逆流,nìliú,21506
年份,niánfèn,11804
泥水匠,níshuǐjiàng,33372
逆流而上,nìliú'érshàng,37030
年富力强,niánfùlìqiáng,22099
泥塑,nísù,21960
逆时针,nìshízhēn,43400
年高德劭,niángāodéshào,53115
年糕,niángāo,24909
年尾,niánwěi,46337
念诵,niànsòng,46939
年根,niángēn,42374
年味,niánwèi,22833
念头,niàntou,5384
年庚,niángēng,44618
年息,niánxī,42375
念物,niànwù,45150
年关,niánguān,18399
年下,niánxia,22709
念咒,niànzhòu,36708
年号,niánhào,22517
年限,niánxiàn,10971
念珠,niànzhū,38873
年华,niánhuá,11993
年薪,niánxīn,14015
埝,niàn,28951
年画,niánhuà,11889
年夜,niányè,41908
娘,niáng,2730
年会,niánhuì,5688
年夜饭,niányèfàn,18854
娘家,niángjiā,8321
年货,niánhuò,13318
年幼,niányòu,18344
娘儿们,niángrmen,21720
年级,niánjí,3808
年月,niányuè,12686
娘娘腔,niángniangqiāng,46940
年纪,niánjì,3542
年长,niánzhǎng,15732
娘亲,niángqīn,47221
年假,niánjià,38116
年中,niánzhōng,11010
娘胎,niángtāi,41457
年间,niánjiān,6639
年终,niánzhōng,8786
娘子,niángzǐ,9887
年检,niánjiǎn,14575
年资,niánzī,46938
娘子军,niángzǐjūn,24708
年鉴,niánjiàn,21434
鲇鱼,niányú,37381
酿,niàng,16397
年节,niánjié,22983
黏,nián,24979
酿成,niàngchéng,10654
年届,niánjiè,29755
黏稠,niánchóu,41456
酿酒,niàngjiǔ,16669
年金,niánjīn,19878
黏度,niándù,54127
酿造,niàngzào,18855
年景,niánjǐng,22579
黏附,niánfù,55656
酿制,niàngzhì,36213
年均,niánjūn,5473
黏合剂,niánhéjì,52235
鸟,niǎo,2277
年刊,niánkān,42626
黏糊,niánhu,49537
鸟巢,niǎocháo,23582
年来,niánlái,42900
黏米,niánmǐ,56562
鸟铳,niǎochòng,46033
年老力衰,niánlǎolìshuāi,43401
黏膜,niánmó,37382
鸟尽弓藏,niǎojìngōngcáng,54638
年礼,niánlǐ,38676
黏黏糊糊,niánnianhūhū,51402
鸟瞰,niǎokàn,27065
年历,niánlì,35905
黏土,niántǔ,44393
鸟类,niǎolèi,7544
年利,niánlì,50279
黏性,niánxìng,56660
鸟笼,niǎolóng,18739
年龄,niánlíng,1486
黏液,niányè,51403
鸟枪,niǎoqiāng,39082
年龄段,niánlíngduàn,17517
黏着,niánzhuó,54128
鸟枪换炮,niǎoqiānghuànpào,42376
年轮,niánlún,22463
捻,niǎn,11623
鸟雀,niǎoquè,32603
年迈,niánmài,18226
捻子,niǎnzi,39503
鸟兽,niǎoshòu,24191
年末,niánmò,12964
撵,niǎn,11197
鸟兽散,niǎoshòusàn,43141
年内,niánnèi,6453
碾,niǎn,12903
鸟语花香,niǎoyǔhuāxiāng,28507
年年,niánnián,6784
碾坊,niǎnfáng,33247
袅袅,niǎoniǎo,17079
年谱,niánpǔ,32095
碾盘,niǎnpán,31625
袅袅婷婷,niǎoniǎotíngtíng,39286
年前,niánqián,4558
碾子,niǎnzi,34847
袅娜,niǎonuó,36540
年轻,niánqīng,697
廿,niàn,30185
尿,niào,3752
年轻气盛,niánqīngqìshèng,35014
念,niàn,2226
尿布,niàobù,25307
年轻人,niánqīngrén,2418
念白,niànbái,39080
尿床,niàochuáng,44145
年三十,niánsānshí,42131
念叨,niàndao,16472
尿道,niàodào,33248
年少,niánshào,20623
念佛,niànfó,25184
尿毒症,niàodúzhèng,29143
年深日久,niánshēnrìjiǔ,40344
念及,niànjí,28339
尿壶,niàohú,55181
年审,niánshěn,14168
念经,niànjīng,19516
尿急,niàojí,49538
年事,niánshì,42629
念旧,niànjiù,39081
尿检,niàojiǎn,49919
年收入,niánshōurù,9527
念念不忘,niànniànbùwàng,19879
尿尿,niàoniào,36709
年岁,niánsuì,15166
念念有词,niànniànyǒucí,27594
尿盆,niàopén,36056
年头儿,niántóur,8213
念书,niànshū,8525
尿频,niàopín,51825
尿失禁,niàoshījìn,52236
凝视,níngshì,9055
牛排,niúpái,34423
尿素,niàosù,15733
凝思,níngsī,36057
牛棚,niúpéng,17782
尿酸,niàosuān,47540
凝缩,níngsuō,53116
牛皮,niúpí,16859
尿血,niàoxiě,52661
凝望,níngwàng,15910
牛皮癣,niúpíxuǎn,27135
尿液,niàoyè,35015
凝想,níngxiǎng,49173
牛皮纸,niúpízhǐ,32213
捏,niē,4622
凝脂,níngzhī,42377
牛脾气,niúpíqi,48141
捏把汗,niēbǎhàn,47841
凝滞,níngzhì,32731
牛气,niúqi,38117
捏合,niēhé,46642
凝重,níngzhòng,12890
牛市,niúshì,42901
捏弄,niēnòng,49539
宁,nìng,1611
牛头马面,niútóumǎmiàn,46941
捏一把汗,niēyībǎhàn,34848
宁可,nìngkě,8778
牛蛙,niúwā,41458
捏造,niēzào,15749
宁肯,nìngkěn,14388
牛瘟,niúwēn,51406
聶,niè,19949
宁缺毋滥,nìngquēwúlàn,46643
牛性子,niúxìngzi,53610
涅槃,nièpán,31059
宁死不屈,nìngsǐbùqū,38678
牛饮,niúyǐn,50280
嗫嚅,nièrú,18665
宁为玉碎，不为瓦全,"nìngwéiyùsuì,bùwéiwǎquán",51404
牛仔,niúzǎi,23583
镊子,nièzi,32863
牛仔服,niúzǎifú,46338
镍,niè,18044
宁愿,nìngyuàn,10559
牛仔裤,niúzǎikù,19802
镍币,nièbì,54129
佞臣,nìngchén,39287
扭,niǔ,4507
蹑,niè,20108
佞人,nìngrén,51405
扭摆,niǔbǎi,49540
蹑手蹑脚,nièshǒunièjiǎo,23908
妞,niū,6600
扭打,niǔdǎ,34280
蹑足,nièzú,46034
妞妞,niūniū,32470
扭动,niǔdòng,17204
孽根,niègēn,56176
牛,niú,1128
扭结,niǔjié,46339
孽债,nièzhài,50629
牛蒡,niúbàng,43402
扭亏,niǔkuī,11696
孽障,nièzhàng,41909
牛鼻子,niúbízi,30510
扭亏为盈,niǔkuīwéiyíng,16801
孽种,nièzhǒng,40790
牛脖子,niúbózi,51025
扭亏增盈,niǔkuīzēngyíng,25120
您,nín,443
牛车,niúchē,20243
扭捏,niùnie,31509
宁,níng,20755
牛刀小试,niúdāoxiǎoshì,52662
扭曲,niǔqū,9937
宁静,níngjìng,6693
牛痘,niúdòu,42132
扭伤,niǔshāng,28952
宁日,níngrì,31970
牛犊,niúdú,17852
扭送,niǔsòng,35906
宁夏,níngxià,3838
牛犊子,niúdúzi,53609
扭头,niǔtóu,10375
拧,"níng,nǐng,nìng",6320
牛肝菌,niúgānjùn,56564
扭秧歌,niǔyāngge,29446
狞笑,níngxiào,24662
牛倌,niúguān,46644
扭转,niǔzhuǎn,6413
柠檬,níngméng,29346
牛鬼蛇神,niúguǐshéshén,21814
忸怩,niǔní,26337
柠檬酸,níngméngsuān,38677
牛黄,niúhuáng,34701
纽,niǔ,17303
柠檬汁,níngméngzhī,51024
牛角,niújiǎo,26122
纽带,niǔdài,6672
凝,níng,9464
牛角尖,niújiǎojiān,46035
纽扣,niǔkòu,23242
凝冻,níngdòng,52237
牛筋,niújīn,48485
纽子,niǔzi,52663
凝固,nínggù,10176
牛劲,niújìn,45151
钮,niǔ,26493
凝固剂,nínggùjì,56563
牛圈,niújuàn,37577
拗,niù,52238
凝集,níngjí,33001
牛栏,niúlán,28871
拗不过,niùbuguò,28953
凝结,níngjié,10613
牛郎星,niúlángxīng,48140
农产品,nóngchǎnpǐn,2232
凝聚,níngjù,3923
牛郎织女,niúlángzhīnǚ,35169
农场,nóngchǎng,4506
凝聚力,níngjùlì,4931
牛马,niúmǎ,18314
农村,nóngcūn,416
凝练,níngliàn,32469
牛毛,niúmáo,40148
农贷,nóngdài,29447
凝眸,níngmóu,30509
牛虻,niúméng,37750
农夫,nóngfū,20546
凝目,níngmù,47541
牛奶,niúnǎi,7561
农妇,nóngfù,21225
凝神,níngshén,16250
牛扒,niúpá,56565
农副产品,nóngfùchǎnpǐn,7345
农副业,nóngfùyè,27926
农资,nóngzī,6265
奴颜媚骨,núyánmèigǔ,56177
农耕,nónggēng,21474
农作物,nóngzuòwù,6341
奴役,núyì,16670
农工,nónggōng,15715
哝哝,nóngnong,33373
驽钝,núdùn,53612
农工商,nónggōngshāng,26832
浓,nóng,4563
努力,nǔlì,353
农户,nónghù,2795
浓淡,nóngdàn,30186
努嘴,nǔzuǐ,33493
农会,nónghuì,22206
浓度,nóngdù,6964
怒,nù,5465
农活儿,nónghuór,29347
浓厚,nónghòu,5769
怒不可遏,nùbùkě'è,23856
农机,nóngjī,7662
浓烈,nóngliè,14813
怒潮,nùcháo,36541
农机站,nóngjīzhàn,54130
浓绿,nónglǜ,31626
怒斥,nùchì,32096
农机具,nóngjījù,19950
浓眉,nóngméi,26260
怒冲冲,nùchōngchōng,35907
农家,nóngjiā,5149
浓眉大眼,nóngméidàyǎn,39921
怒发冲冠,nùfàchōngguān,37211
农家肥,nóngjiāféi,28107
浓密,nóngmì,19517
怒放,nùfàng,24125
农家乐,nóngjiālè,12051
浓墨重彩,nóngmòzhòngcǎi,22580
怒号,nùháo,43911
农具,nóngjù,13901
浓缩,nóngsuō,11582
怒喝,nùhè,39504
农垦,nóngkěn,11061
浓雾,nóngwù,23289
怒吼,nùhǒu,18436
农历,nónglì,10188
浓香,nóngxiāng,32732
怒火,nùhuǒ,15734
农林,nónglín,12219
浓烟,nóngyān,15750
怒火中烧,nùhuǒzhōngshāo,39922
农忙,nóngmáng,20845
浓艳,nóngyàn,38679
怒骂,nùmà,30394
农贸市场,nóngmàoshìchǎng,14233
浓阴,nóngyīn,53611
怒目,nùmù,19920
农民,nóngmín,298
浓郁,nóngyù,7511
怒目而视,nùmù'érshì,38681
农民工,nóngmíngōng,2042
浓重,nóngzhòng,12504
怒气,nùqì,13225
农民战争,nóngmínzhànzhēng,34137
浓妆,nóngzhuāng,32329
怒容,nùróng,27768
浓妆艳抹,nóngzhuāngyànmǒ,34702
怒色,nùsè,44395
农膜,nóngmó,32214
怒视,nùshì,33374
农奴,nóngnú,16598
脓,nóng,17722
怒涛,nùtāo,39505
农奴主,nóngnúzhǔ,40345
脓包,nóngbāo,44863
怒形于色,nùxíngyúsè,47842
农轻重,nóngqīngzhòng,55182
脓疮,nóngchuāng,46340
怒族,nùzú,49541
农舍,nóngshè,22355
脓肿,nóngzhǒng,51026
女,nǚ,329
农时,nóngshí,24456
弄,nòng,1199
女伴,nǚbàn,23637
农事,nóngshì,23243
弄潮儿,nòngcháo'ér,27595
女宾,nǚbīn,31510
农田,nóngtián,4535
弄鬼,nòngguǐ,44394
女兵,nǚbīng,11571
农闲,nóngxián,19372
弄假成真,nòngjiǎchéngzhēn,38680
女厕,nǚcè,46645
农谚,nóngyàn,50630
弄巧成拙,nòngqiǎochéngzhuō,32330
女车,nǚchē,49542
农药,nóngyào,4132
女单,nǚdān,10940
农业,nóngyè,756
弄权,nòngquán,37031
女儿,nǚ'ér,933
农业国,nóngyèguó,38491
弄虚作假,nòngxūzuòjiǎ,9104
女儿墙,nǚ'érqiáng,55183
农业化,nóngyèhuà,52239
奴,nú,7495
女方,nǚfāng,16270
农业社,nóngyèshè,19057
奴婢,núbì,15143
女工,nǚgōng,6734
农业税,nóngyèshuì,6867
奴才,núcai,13186
女公子,nǚgōngzǐ,47542
农艺,nóngyì,33115
奴化,núhuà,49920
女红,nǚgōng,35765
农艺师,nóngyìshī,28176
奴隶,núlì,6414
女孩儿,nǚháir,3879
农用,nóngyòng,12024
奴隶社会,núlìshèhuì,24842
女汉子,nǚhànzi,25159
农友,nóngyǒu,44619
奴隶主,núlìzhǔ,16106
女皇,nǚhuáng,24457
农运会,nóngyùnhuì,18560
奴仆,núpú,20276
女家,nǚjiā,42630
农转非,nóngzhuǎnfēi,24841
奴性,núxìng,42133
女监,nǚjiān,51826
农庄,nóngzhuāng,22009
奴颜婢膝,núyánbìxī,48142
女将,nǚjiàng,15503
女眷,nǚjuàn,32098
暖风机,nuǎnfēngjī,53613
欧盟,ōuméng,2590
女角,nǚjué,31279
暖阁,nuǎngé,21350
欧姆,ōumǔ,24781
