词语		频序号
待会儿		35845
丹参		35846
倒扣		35847
道观		35848
在在		35849
发怵		35850
等额		35851
地府		35852
鼎立		35853
定编		35854
豆奶		35855
独具慧眼		35856
法场		35857
翻弄		35858
反衬		35859
飞落		35860
奋击		35861
风吹日晒		35862
封闭性		35863
伏天		35864
付诸东流		35865
肝功能		35866
弓弩手		35867
观礼台		35868
盒子枪		35869
黑白电视		35870
洪荒		35871
呼吁书		35872
欢宴		35873
煌煌		35874
挥师		35875
机修		35876
鸡雏		35877
急遽		35878
记名		35879
奸党		35880
简而言之		35881
脚气		35882
介乎		35883
惊蛰		35884
举世无双		35885
军功章		35886
叩谢		35887
愧色		35888
老态龙钟		35889
乐不可支		35890
历数		35891
连贯性		35892
连阴天		35893
玲珑剔透		35894
留洋		35895
绿野		35896
螺纹		35897
麻辣		35898
马扎		35899
毛白杨		35900
毛坯		35901
没日没夜		35902
米袋子		35903
南头		35904
年历		35905
扭送		35906
怒冲冲		35907
噼啪		35908
偏师		35909
笸箩		35910
破涕为笑		35911
岂但		35912
起征点		35913
牵强附会		35914
喷薄而出		35915
前汉		35916
勤杂		35917
轻飘		35918
轻舟		35919
晴空万里		35920
亲家母		35921
趋紧		35922
泉源		35923
日理万机		35924
三伏天		35925
散见		35926
杀气腾腾		35927
善罢甘休		35928
上纲		35929
上进心		35930
尚可		35931
失禁		35932
十二指肠		35933
识货		35934
守土		35935
水母		35936
顺境		35937
素称		35938
天长地久		35939
填词		35940
同岁		35941
铜丝		35942
退避三舍		35943
煺		35944
为期不远		35945
乌亮		35946
稀客		35947
闲工夫		35948
馅儿		35949
协约国		35950
写字间		35951
刑事法庭		35952
行期		35953
行止		35954
削发		35955
雪野		35956
烟嘴儿		35957
眼面前		35958
眼药		35959
妖冶		35960
腰缠万贯		35961
移花接木		35962
意识流		35963
英杰		35964
映山红		35965
邮路		35966
与世无争		35967
越狱		35968
运动战		35969
蕴蓄		35970
遭罪		35971
贼人		35972
照本宣科		35973
砧木		35974
正步		35975
知心话		35976
重武器		35977
筑巢引凤		35978
自勉		35979
总机		35980
傲骨		35981
班房		35982
瓣儿		35983
包管		35984
暴晒		35985
避风港		35986
病容		35987
不惑之年		35988
草签		35989
拆台		35990
超长		35991
怆然		35992
春华秋实		35993
大部头		35994
大帽子		35995
单色		35996
稻穗		35997
癫狂		35998
知恩图报		35999
电子琴		36000
定级		36001
定计		36002
毒杀		36003
耳房		36004
法西斯主义		36005
翻天		36006
方剂		36007
封装		36008
肝火		36009
高跟儿		36010
高射炮		36011
歌子		36012
格式化		36013
梗死		36014
弓弦		36015
公议		36016
观音菩萨		36017
光膀子		36018
规约		36019
桂圆		36020
汉堡包		36021
号叫		36022
鹤立鸡群		36023
哄传		36024
护坡		36025
话里有话		36026
环生		36027
会标		36028
击水		36029
机头		36030
疾速		36031
计酬		36032
假名		36033
假日经济		36034
鉴赏力		36035
交学费		36036
叫驴		36037
惊弓之鸟		36038
竞渡		36039
军火库		36040
揩油		36041
可怜虫		36042
可欺		36043
坑洼		36044
空余		36045
快信		36046
矿渣		36047
来料		36048
擂主		36049
淋病		36050
屡禁不绝		36051
美食家		36052
末世		36053
男声		36054
内画		36055
尿盆		36056
凝思		36057
泡沫塑料		36058
皮条		36059
辟谣		36060
拼盘		36061
平摊		36062
平展		36063
奇幻		36064
歧路		36065
骑警		36066
旗鼓相当		36067
虔敬		36068
请便		36069
求全		36070
确系		36071
沙砾		36072
深谈		36073
生涩		36074
识时务		36075
世交		36076
受凉		36077
双关		36078
松针		36079
平调		36080
太空人		36081
弹词		36082
特种兵		36083
剃刀		36084
条规		36085
温情脉脉		36086
问句		36087
午前		36088
误人子弟		36089
洗尘		36090
下嫁		36091
闲气		36092
嫌隙		36093
显灵		36094
小家电		36095
信鸽		36096
信手拈来		36097
嘘声		36098
血样		36099
寻欢作乐		36100
炎夏		36101
扬声器		36102
阳沟		36103
洋槐		36104
洋铁		36105
养尊处优		36106
腰斩		36107
叶脉		36108
夜航		36109
一哄而散		36110
衣钵		36111
以暴易暴		36112
义勇		36113
译音		36114
意译		36115
因噎废食		36116
阴魂		36117
饮泣		36118
渔具		36119
圆通		36120
远客		36121
远路		36122
早恋		36123
贼亮		36124
赠予		36125
找死		36126
折旧费		36127
挚情		36128
竹布		36129
装病		36130
锥形		36131
着重点		36132
总方针		36133
罪魁		36134
尊号		36135
左右逢源		36136
瓣膜		36137
报丧		36138
本题		36139
鼻血		36140
鼻烟		36141
爱巢		36142
别传		36143
病入膏肓		36144
惨绝人寰		36145
长笛		36146
畅叙		36147
迟暮		36148
储运		36149
春晖		36150
糍粑		36151
搭客		36152
打击乐		36153
党徽		36154
倒贴		36155
底下人		36156
兜风		36157
毒液		36158
对簿公堂		36159
墩子		36160
扼制		36161
恩泽		36162
返城		36163
犯傻		36164
防污		36165
房颤		36166
纺线		36167
坟场		36168
粉皮		36169
蜂窝煤		36170
甘美		36171
钢琴曲		36172
高深莫测		36173
鬼斧神工		36174
果酱		36175
鼾		36176
何首乌		36177
侯爵		36178
花呢		36179
坏分子		36180
黄疸		36181
黄芪		36182
惶惶然		36183
昏沉		36184
活泛		36185
家私		36186
尖酸		36187
斤两		36188
京腔		36189
粳米		36190
颈椎病		36191
景泰蓝		36192
炕席		36193
块头		36194
兰草		36195
滥竽充数		36196
冷眼旁观		36197
理所应当		36198
连轴转		36199
零用		36200
龙腾虎跃		36201
律己		36202
毛笔字		36203
门脸儿		36204
弥勒佛		36205
名不副实		36206
明澈		36207
墨宝		36208
木排		36209
目测		36210
拿一把		36211
南戏		36212
酿制		36213
爬虫		36214
跑冒滴漏		36215
烹制		36216
破冰船		36217
扑空		36218
扑簌		36219
气门		36220
前兆		36221
情商		36222
穷根		36223
缺阵		36224
肉感		36225
肉票		36226
入伙		36227
沙柳		36228
舍下		36229
身孕		36230
神清气爽		36231
省府		36232
十万八千里		36233
始作俑者		36234
事主		36235
树葬		36236
爽性		36237
偷猎		36238
王权		36239
微服私访		36240
卫护		36241
无疆		36242
误判		36243
喜洋洋		36244
瞎指挥		36245
下厨		36246
下界		36247
先见之明		36248
祥瑞		36249
向钱看		36250
象形文字		36251
校址		36252
信物		36253
行好		36254
形影		36255
袖筒		36256
虚怀若谷		36257
叙事诗		36258
血库		36259
血肉横飞		36260
巡逻艇		36261
养路		36262
要隘		36263
应和		36264
优伶		36265
忧郁症		36266
有生力量		36267
玉皇大帝		36268
载重量		36269
早产		36270
毡房		36271
战报		36272
战史		36273
争强好胜		36274
政敌		36275
指斥		36276
制空权		36277
忠贞不渝		36278
仲秋		36279
竹排		36280
专制主义		36281
转暖		36282
状貌		36283
卓然		36284
自成体系		36285
字纸		36286
截屏		36287
总括		36288
阻截		36289
黯然神伤		36290
芭蕉扇		36291
百花奖		36292
抱佛脚		36293
北京猿人		36294
标底		36295
不痛不痒		36296
不学无术		36297
裁判长		36298
差劲		36299
尘肺		36300
撑船		36301
呈送		36302
吃斋		36303
迟误		36304
抽验		36305
丑剧		36306
出落		36307
穿针引线		36308
传感		36309
绰绰有余		36310
瓷瓶		36311
打退堂鼓		36312
打战		36313
呆头呆脑		36314
胆结石		36315
淡水鱼		36316
得计		36317
灯花		36318
电影周		36319
殿后		36320
顶嘴		36321
恶浪		36322
恶俗		36323
儿童团		36324
方块字		36325
粉碎机		36326
夫君		36327
付与		36328
钢坯		36329
高峻		36330
苟活		36331
孤军奋战		36332
雇请		36333
怪笑		36334
盥洗		36335
广播剧		36336
归纳法		36337
过午		36338
过眼烟云		36339
核素		36340
呼哧		36341
活络		36342
急转弯		36343
几时		36344
加仑		36345
孑然一身		36346
劫夺		36347
结语		36348
解劝		36349
进占		36350
京派		36351
据传		36352
枯槁		36353
狂躁		36354
矿泉		36355
老当益壮		36356
老姑娘		36357
老气横秋		36358
黎民		36359
里子		36360
立夏		36361
利尿		36362
落山		36363
麦片		36364
满城风雨		36365
茅塞顿开		36366
面团		36367
名品		36368
名手		36369
拟人		36370
怕事		36371
扑打		36372
气宇轩昂		36373
前腿		36374
戗		36375
切花		36376
青果		36377
青灰		36378
屈尊		36379
趋附		36380
撒网		36381
丧偶		36382
搔痒		36383
上半天		36384
稍许		36385
甚嚣尘上		36386
师友		36387
实数		36388
拾零		36389
手雷		36390
售卖		36391
秫秸		36392
耍赖		36393
税后		36394
随行就市		36395
梭镖		36396
塔林		36397
钛白		36398
田螺		36399
停飞		36400
同理		36401
头绳		36402
投送		36403
荼毒		36404
涂脂抹粉		36405
脱稿		36406
万人空巷		36407
妄动		36408
倭瓜		36409
无休无止		36410
消气		36411
楔子		36412
挟带		36413
卸載		36414
心灰意懒		36415
信风		36416
兄嫂		36417
袖标		36418
绣鞋		36419
虚度		36420
血书		36421
言教		36422
养畜		36423
摇旗呐喊		36424
充电宝		36425
野营		36426
姨子		36427
疑忌		36428
轶闻		36429
肄业		36430
用做		36431
鱼目混珠		36432
玉镯		36433
预热		36434
岳丈		36435
贼心		36436
增刊		36437
赠言		36438
真凭实据		36439
正告		36440
政教		36441
症候		36442
治世		36443
致哀		36444
肿块		36445
赘述		36446
子午线		36447
自投罗网		36448
自由职业		36449
族谱		36450
纂修		36451
作梗		36452
阿拉伯数字		36453
板斧		36454
庇护所		36455
编年史		36456
不劳而获		36457
不信邪		36458
擦黑儿		36459
长明灯		36460
潮涌		36461
重奏		36462
葱花		36463
粗黑		36464
粗疏		36465
答礼		36466
大敌当前		36467
大放异彩		36468
导论		36469
倒票		36470
倒转		36471
嫡系		36472
第一人称		36473
叠翠		36474
洞穿		36475
洞天		36476
斗气		36477
豆荚		36478
蛾子		36479
法式		36480
反串		36481
肥效		36482
分毫		36483
分赃		36484
坟茔		36485
粪堆		36486
风行一时		36487
蜂巢		36488
蜂王		36489
奉调		36490
佛殿		36491
覆没		36492
干洗		36493
高架桥		36494
告竣		36495
根本法		36496
耿耿		36497
己所不欲，勿施于人		36498
谷雨		36499
官署		36500
合不来		36501
合于		36502
和好		36503
河槽		36504
后舱		36505
后视镜		36506
划子		36507
环形山		36508
荒诞不经		36509
丢人现眼		36510
黄了		36511
极光		36512
家长里短		36513
假球		36514
劫数		36515
狙击		36516
爵位		36517
留把柄		36518
装熊		36519
君临		36520
客套话		36521
美甲		36522
夸口		36523
快马加鞭		36524
岿然不动		36525
拉网		36526
老谋深算		36527
冷宫		36528
良宵		36529
聊以		36530
裂化		36531
龙凤呈祥		36532
路牌		36533
旅游车		36534
卖乖		36535
没商量		36536
闷坐		36537
目力		36538
内中		36539
袅娜		36540
怒潮		36541
期中		36542
祈愿		36543
签收		36544
潜流		36545
穹顶		36546
遒劲		36547
曲面		36548
取火		36549
全名		36550
拳术		36551
人工呼吸		36552
荏苒		36553
肉搏		36554
辱没		36555
三相		36556
深明大义		36557
生闷气		36558
盛誉		36559
识趣		36560
试纸		36561
收纳		36562
手艺人		36563
首功		36564
水房		36565
糖衣炮弹		36566
特指		36567
腾跃		36568
腾云驾雾		36569
锑		36570
天马行空		36571
甜食		36572
童声		36573
偷梁换柱		36574
头昏眼花		36575
瓦工		36576
外院		36577
晚熟		36578
万象更新		36579
妄自菲薄		36580
乌龙茶		36581
吸力		36582
下怀		36583
相好		36584
歇后语		36585
心包		36586
药性		36587
一病不起		36588
一股脑儿		36589
一挥而就		36590
易爆		36591
音质		36592
迎头痛击		36593
永诀		36594
咏叹		36595
有生		36596
鱼皮		36597
月宫		36598
遭劫		36599
造次		36600
造影		36601
斋戒		36602
樟木		36603
掌上明珠		36604
正果		36605
中气		36606
周详		36607
周遭		36608
驻在国		36609
转弯抹角		36610
壮健		36611
罪有应得		36612
做礼拜		36613
案由		36614
白话诗		36615
百闻不如一见		36616
败家		36617
胞弟		36618
碑石		36619
北斗星		36620
备件		36621
锛		36622
笔耕		36623
别针		36624
秉笔		36625
不可终日		36626
不足取		36627
菜色		36628
侧柏		36629
长臂猿		36630
车轴		36631
触须		36632
从略		36633
搭伙		36634
打拼		36635
打头阵		36636
大烟鬼		36637
导报		36638
灯油		36639
镫		36640
递补		36641
第一把手		36642
电化教育		36643
东瀛		36644
东正教		36645
独角戏		36646
短枪		36647
断案		36648
对调		36649
趸船		36650
反掌		36651
返销		36652
封皮		36653
糕饼		36654
咯吱		36655
各取所需		36656
各执一词		36657
姑嫂		36658
故我		36659
海味		36660
耗用		36661
荷包蛋		36662
贺年		36663
横肉		36664
后年		36665
胡言		36666
划桨		36667
画稿		36668
回头客		36669
魂飞魄散		36670
豁亮		36671
鸡肋		36672
基底		36673
寄宿生		36674
假牙		36675
简化字		36676
尽数		36677
旧俗		36678
国骂		36679
绝然		36680
开讲		36681
引水渠		36682
狼狈为奸		36683
老好人		36684
老态		36685
累进		36686
礼数		36687
链球菌		36688
量度		36689
令箭		36690
龙宫		36691
轮空		36692
罗织		36693
卖方市场		36694
毛巾被		36695
冒名顶替		36696
没事人		36697
门面房		36698
蒙人		36699
丐帮		36700
弥勒		36701
墨客		36702
闹脾气		36703
内海		36704
逆耳		36705
逆子		36706
腻味		36707
念咒		36708
尿尿		36709
脾脏		36710
凄怆		36711
卡子		36712
钱眼儿		36713
亲骨肉		36714
痧		36715
闪避		36716
赏析		36717
上紧		36718
稍息		36719
舌苔		36720
申述		36721
失算		36722
时间性		36723
世风		36724
手抄本		36725
署理		36726
庶务		36727
水吧		36728
私党		36729
松快		36730
缩手缩脚		36731
贪生怕死		36732
弹射		36733
调制解调器		36734
铁案		36735
无方		36736
无利可图		36737
吸盘		36738
吸氧		36739
瞎编		36740
限时		36741
橡皮筋		36742
骁骑		36743
挟制		36744
行李箱		36745
行窃		36746
凶暴		36747
雄才大略		36748
絮叨		36749
悬梁		36750
烟熏火燎		36751
眼镜蛇		36752
羊绒衫		36753
洋灰		36754
异言		36755
译介		36756
音高		36757
用饭		36758
用刑		36759
游逛		36760
游医		36761
渔利		36762
郁郁寡欢		36763
元曲		36764
云气		36765
早衰		36766
皂白		36767
增拨		36768
增压		36769
瞻望		36770
振臂		36771
征象		36772
止息		36773
中专生		36774
终局		36775
珠联璧合		36776
住院部		36777
转体		36778
追诉		36779
坠子		36780
坐吃山空		36781
悲切		36782
本日		36783
鞭长莫及		36784
不下于		36785
不值一提		36786
猜谜		36787
撑持		36788
雏鸡		36789
寸步不离		36790
打白条		36791
大动干戈		36792
代庖		36793
带班		36794
当啷		36795
党徒		36796
灯市		36797
垫款		36798
定情		36799
对角		36800
翻地		36801
凡夫俗子		36802
菲薄		36803
分拨		36804
粉白		36805
丰姿		36806
烽火台		36807
刚愎自用		36808
高妙		36809
工件		36810
公假		36811
公诸		36812
诟病		36813
孤掌难鸣		36814
古装戏		36815
寡言		36816
管保		36817
管账		36818
归位		36819
归葬		36820
鬼魅		36821
蒿草		36822
合刊		36823
核糖核酸		36824
皇朝		36825
毁誉		36826
荤腥		36827
活受罪		36828
肌腱		36829
激光照排		36830
假公济私		36831
尖细		36832
教友		36833
竭泽而渔		36834
解馋		36835
警棍		36836
酒钱		36837
咖啡因		36838
开胃		36839
风流人物		36840
考分		36841
窥测		36842
困守		36843
劳务市场		36844
老鸨		36845
力争上游		36846
立誓		36847
连用		36848
领航		36849
令旗		36850
流年		36851
露营		36852
旅伴		36853
眯		36854
明争暗斗		36855
木片		36856
目不斜视		36857
奶汁		36858
男工		36859
巨贾		36860
暖棚		36861
偶遇		36862
爬山虎		36863
排字		36864
旁敲侧击		36865
狍子		36866
扑闪		36867
谱曲		36868
七情六欲		36869
欺世盗名		36870
气象站		36871
气壮山河		36872
汽配		36873
器质性		36874
掮客		36875
强压		36876
敲门砖		36877
切近		36878
勤恳		36879
穷鬼		36880
曲直		36881
曲牌		36882
去病		36883
人证		36884
仁政		36885
如法炮制		36886
散佚		36887
山药蛋		36888
鞘		36889
十二生肖		36890
时来运转		36891
食道		36892
帅印		36893
水果刀		36894
睡莲		36895
四平八稳		36896
速算		36897
添油加醋		36898
通论		36899
